Eng,Beng
He doesn't eat anything other than fruit.,উনি ফল ছাড়া অন্য কিছু খান না।
He doesn't eat anything other than fruit.,তিনি ফল ছাড়া অন্য কিছু খান না।
How can I get to the nearest post office?,সবথেকে কাছের ডাকঘরে কিভাবে যাব?
How many people are there in this office?,এই অফিসে কতজন আছে?
I can't believe Tom really said no to me.,আমি বিশ্বাসই করতে পারছি না যে সত্যিই আমাকে না বলেছে।
I don't think that it will rain tomorrow.,আমার মনে হয় না কালকে বৃষ্টি হবে।
I don't usually watch this kind of movie.,আমি সাধারণত এই ধরনের মুভি দেখি না।
I hope you don't take this the wrong way.,আমি আশা করি আপনি এটিকে ভুল পথে নেবেন না।
I know that you don't want to talk to me.,আমি জানি তুমি আমার সাথে কথা বলতে চাও না।
I know that you don't want to talk to me.,আমি জানি যে তুমি আমার সাথে কথা বলতে চাও না।
I should be studying for tomorrow's exam.,আমার আগামীকালের পরীক্ষার জন্য পড়াশোনা করা উচিত।
I would like to be a pilot in the future.,আমি ভবিষ্যতে পাইলট হতে চাই।
I'd like a room facing the ocean instead.,তার বদলে আমার সমুদ্রের দিকে মুখ করা একটা ঘর চাই।
I'd like to reserve a seat on this train.,আমি এই ট্রেনে একটা আসন সংরক্ষণ করতে চাই।
I'll call them tomorrow when I come back.,আমি কাল যখন ফিরবো ওদেরকে একবার কল করবো।
I'll call them tomorrow when I come back.,আমি কাল যখন ফিরবো ওনাদেরকে একবার কল করবো।
I've never smoked a cigarette in my life.,আমি জীবনে কখনো সিগারেট খাইনি।
It was Marie Curie who discovered radium.,মেরি কুরিই রেডিয়াম আবিষ্কার করেছিলেন।
Some of my friends can speak French well.,আমার বন্ধুদের মধ্যে কেউ কেউ ভালো ফরাসি বলতে পারে।
That's the difference between you and me.,আপনার আমার মধ্যে একটা পার্থক্য আছে।
The building was heavily damaged by fire.,আগুনে ভবনটির ব্যাপক ক্ষতি হয়েছে।
The day after tomorrow is Tom's birthday.,আগামী পরশু টমের জন্মদিন।
The price of gold varies from day to day.,সোনার দাম প্রতিদিন পরিবর্তিত হয়।
The room charge is $100 a night plus tax.,ঘর ভারা ট্যাক্স সহ $১০০।
The room was filled with cigarette smoke.,ঘরটা সিগারেটের ধোঁয়ায় ভর্তি হয়ে গেছিল।
Today is my parents' wedding anniversary.,আজ আমার বাবা-মায়ের বিবাহ বার্ষিকী।
Tom didn't want Mary to wear any jewelry.,মেরি যে কোনো গয়ণা পরে সেটা টম চাইত না।
Tom has decided he's going to come early.,টম সিদ্ধান্ত নিয়েছে যে সে তাড়াতাড়ি আসবে।
Tom probably won't attend the conference.,টম সম্ভবত সম্মেলনে যোগ দেবে না।
Tom slept for three hours this afternoon.,টম আজ বিকেলে তিন ঘন্টা ঘুমিয়েছে।
When were potatoes introduced into Japan?,জাপানে কবে থেকে আলুর প্রবর্তন হয়ছিল?
Where were you at the time of the murder?,খুনের সময় আপনি কোথায় ছিলেন?
Why don't you try to get your money back?,আপনি আপনার টাকাটা ফেরত নেওয়ার চেষ্টা করছেন না কেন?
Why don't you try to get your money back?,তুমি তোমার টাকাটা ফেরত নেওয়ার চেষ্টা করছ না কেন?
Why don't you try to get your money back?,তুই তোর টাকাটা ফেরত নেওয়ার চেষ্টা করছিস না কেন?
"What time is it now? ""It's ten o'clock.""","এখন কটা বাজে? ""দশটা বাজে।"""
A millimeter is one thousandth of a meter.,একটি মিলিমিটার একটি মিটারের এক হাজার ভাগের এক ভাগ।
Are you just going to stand there all day?,আপনি কি সারাদিন ওইখানেই দাঁড়িয়ে থাকবেন?
Are you just going to stand there all day?,তুমি কি সারাদিন ওইখানেই দাঁড়িয়ে থাকবে?
Didn't you know that Tom is afraid of you?,আপনি কি জানতেন না যে টম আপনাকে ভয় পায়?
How did you know I wanted to go to Boston?,তুমি কিভাবে জানলে আমি বোস্টনে যেতে চাই?
How do you expect me to do all this alone?,আপনি কি করে আশা করেন যে আমি এই কাজটা একলা করবো?
How much money would you like to withdraw?,আপনি কত টাকা তুলতে চান?
I arrived at the station ten minutes late.,আমি স্টেশনে দশ মিনিট দেরি করে পৌছেছিলাম।
"I can speak Chinese, but I can't write it.","আমি চাইনিজ বলতে পারি, কিন্তু আমি লিখতে পারি না।"
"I can speak French, but only a little bit.","আমি ফরাসিতে কথা বলতে পারি, কিন্তু খালি একটুখানি।"
I don't think Tom is responsible for that.,আমার মনে হয় না টম এটার জন্য দায়ী।
I don't think that we'll have enough time.,আমার মনে হয় না আমরা যথেষ্ট সময় পাবো।
I need to buy some medicine for my father.,আমি আমার বাবার জন্য কিছু ওষুধ কিনতে চাই।
I think Tom didn't want to leave so early.,আমার মনে হয় টম এত তাড়াতাড়ি চলে যেতে চায়নি।
I think Tom said his last name is Jackson.,আমার মনে হয় টম বলেছিল যে ওর পদবি জ্যাকসন।
I think that you shouldn't have said that.,আমি মনে করি তোমার ওটা বলা উচিত হয়নি।
I'd like you to consider joining our club.,আমি চাই আপনি আমাদের ক্লাবে যোগদান করার কথা বিবেচনা করুন।
I'm still good friends with my ex-husband.,এখনও আমার প্রাক্তন স্বামীর সাথে আমার ভালো বন্ধুত্ব রয়েছে।
I've been thinking about buying a new car.,আমি একটা নতুন গাড়ি কেনার কথা ভাবছি।
I've made that same mistake several times.,আমি সেই একই ভুল বহুবার করেছি।
Is there a public toilet in this building?,এই ইমারতটিতে কি কোনো সর্বজনীন শৌচাগার আছে?
Let me know if there is anything I can do.,আমার কিছু করার থাকলে জানিও।
Let me know if there is anything I can do.,আমার কিছু করার থাকলে জানাবেন।
Let's first see what happens in Australia.,চলুন প্রথমে দেখা যাক অস্ট্রেলিয়ায় কী হয়।
Mistakes like these are easily overlooked.,এই ধরনের ভুলগুলো খুব সহজেই উপেক্ষা করা হয়।
These two things are completely unrelated.,এই দুটো জিনিস সম্পূর্ণ অসম্পর্কিত।
Tom can't read all these books in one day.,টম একদিনে এতগুলো বই পড়তে পারবে না।
Tom is alone in the dining room with Mary.,টম খাবার ঘরে মেরির সাথে একলা রয়েছে।
Tom is going to be executed in three days.,তিন দিন পরে টমের ফাঁসি হবে।
Tom learned to drive when he was eighteen.,টম যখন আঠারো বছরের ছিলো তখন গাড়ি চালানো শিখেছে।
Tom stayed in the hospital for three days.,টম তিনদিন হাসপাতালে ছিল।
Tom told me his father was born in Boston.,টম আমাকে বলেছিল তার বাবার জন্ম বোস্টনে।
Tom told me that he wants to go to Boston.,টম আমাকে বললো যে সে বস্টন যেতে চায়।
Tom will never be able to keep up with us.,টম কখোনই আমাদের সাথে পেরে উঠবে না।
Tom's mother and sister had breast cancer.,টমের মা ও বোনের স্তন ক্যান্সার ছিল।
What are you going to be when you grow up?,তুমি বড়ো হয়ে কী হবে?
What are you going to be when you grow up?,তুই বড়ো হয়ে কী হবি?
What time does the train for Boston leave?,বস্টনের ট্রেনটা কটার সময় ছাড়ে?
Why were you absent from school yesterday?,তুমি কাল বিদ্যালয়ে অনুপস্থিত ছিলে কেন?
You never mentioned you were Tom's friend.,আপনি কখনই উল্লেখ করেননি যে আপনি টমের বন্ধু ছিলেন।
"You're going to have to come with us, Tom.","টম, তোমাকে আমাদের সাথে আসতে হবে।"
You're in no position to make any demands.,আপনি কোনো কিছু দাবী করার মতন জায়গায় নেই।
"You're supposed to be working, aren't you?","আপনার কাজ করার কথা, তাই না?"
You've known Tom a lot longer than I have.,আপনি টমকে আমার থেকে অনেক বেশী দিন ধরে চেনেন।
"Pass me the salt, please. ""Here you are.""","অনুগ্রহ করে নুনটা এগিয়ে দেবেন। ""এই নিন।"""
"Pass me the salt, please. ""Here you are.""","অনুগ্রহ করে নুনটা এগিয়ে দেবেন। ""এই নাও।"""
Are tickets for the concert available here?,সঙ্গীতানুষ্ঠানের জন্য টিকিট কি পাওয়া যাচ্ছে?
"Besides teaching English, he writes novels.",ইংরেজি শেখানোর পাশাপাশি তিনি উপন্যাস লেখেন।
Could you please repeat what you just said?,আপনি যেটা বললেন সেটা কি দয়া করে আর একবার বলতে পারবেন?
Didn't you know Tom used to live in Boston?,আপনি জানতেন না যে টম বোস্টনে থাকে?
Give me a couple of minutes alone with Tom.,আমাকে একলা টমের সঙ্গে দু মিনিট সময় দাও।
How could I be a robot? Robots can't dream.,আমি কীভাবে রোবট হতে পারি? রোবট স্বপ্ন দেখতে পারে না।
I can't seem to focus on work at all today.,আমি আজকে কাজে মনযোগ দিতে পারছি না।
I should've hit Tom while I had the chance.,যখন আমার কাছে সুযোগ ছিলো তখনই আমার টমকে আঘাত করা উচিত ছিল।
I think you'll probably be able to do that.,আমি মনে করি আপনি সম্ভবত এটি করতে সক্ষম হবেন।
I used to go to Australia when I was a kid.,আমি ছোটবেলায় অস্ট্রেলিয়া যেতাম।
Is she singing a song or playing the piano?,সে কি গান গাইছে না কি পিয়ানো বাজাচ্ছে?
Nothing that Tom does surprises me anymore.,টমের কোন কাজ‌ই এখন আমাকে অবাক করে না।
The Battle of Gettysburg lasted three days.,গেটিসবার্গের যুদ্ধ তিন দিন স্থায়ী হয়েছিল।
Tom is the only one who doesn't seem happy.,একমাত্র টমকেই খুশি বলে মনে হচ্ছে না।
Tom said he knew who Mary's ex-husband was.,টম বলেছিল যে সে জানে মেরির প্রাক্তন স্বামী কে।
Tom said he knew who Mary's ex-husband was.,টম বলেছিল মেরির প্রাক্তন স্বামী কে তা সে জানে।
Tom sat alone on the porch smoking a cigar.,টম একা একা উঠোনে বসে সিগার খাচ্ছিলো।
Tom seems to know quite lot about baseball.,টম বেসবল সম্বন্ধে অনেক কিছু জানে বলে মনে হচ্ছে।
"Tom was standing at the bar, having a beer.",টম বারে দাঁড়িয়ে বিয়ার খাচ্ছিল।
Tom will arrive in Boston tomorrow morning.,টম আগামীকাল সকালে বস্টনে পৌছাবে।
We need to get in touch with Tom's parents.,টমের বাবা মায়ের সঙ্গে আমাদের যোগাযোগ করা দরকার।
We should help each other in times of need.,প্রয়োজনের সময় আমাদের একে অপরকে সাহায্য করা উচিত।
We should help each other in times of need.,প্রয়োজনের সময় আমাদের পরস্পরকে সহযোগিতা করা উচিত।
What'll you be doing at this time tomorrow?,কাল আপনি এই সময় কি করবেন?
What'll you be doing at this time tomorrow?,কাল তুমি এই সময় কি করবে?
Would you please repeat what you just said?,আপনি যেটা বললেন সেটা কি দয়া করে আর একবার বলতে পারবেন?
You've got to do something about this soon.,আপনাকে খুব তারাতারিই এই ব্যাপারে কিছু একটা করতে হবে।
Don't ask what they think. Ask what they do.,"জিজ্ঞাসা কোর না তারা কি ভাবে, জিজ্ঞাসা করো তারা কি করে।"
"Even if it rains, I'll go swimming tomorrow.",কাল বৃষ্টি হলেও আমি সাঁতার কাটতে যাবো।
Have you ever seen the person in this photo?,আপনি কি এই ছবির মধ্যের লোকটিকে দেখেছেন?
Have you ever seen the person in this photo?,তুমি কি এই ছবির মধ্যের লোকটিকে দেখেছো?
How long does it take to get to the station?,স্টেশনে যেতে কতক্ষণ লাগে?
How much does it cost to stay at that hotel?,ওই হোটেলে থাকার জন্য কত খরচ পরবে?
I can't understand what he is trying to say.,আমি বুঝতে পারছি না উনি কি বলতে চাইছেন।
I have a feeling that Tom doesn't like Mary.,আমার মনে হচ্ছে টম মেরিকে পছন্দ করে না।
I hope Tom will tell me what I need to know.,আশা করি আমার যা জানা প্রয়োজন তা টম আমাকে বলবে।
I only speak French at home with my parents.,আমি বাড়িতে মা বাবার সঙ্গে খালি ফরাসিতে কথা বলি।
It takes years to master a foreign language.,বিদেশি ভাষা রপ্ত করতে অনেক বছর লেগে যায়।
Kublai Khan is the grandson of Genghis Khan.,কুবলাই খান চেঙ্গিস খানের নাতি।
Life without love is just totally pointless.,ভালবাসা ছাড়া জীবন অর্থহীন।
Lithuania is a member of the European Union.,লিথুয়ানিয়া ইউরোপীয় ইউনিয়নের সদস্য।
My father has assured us that that was true.,আমার বাবা আমাদের আশ্বস্ত করেছে যে এটা সত্য।
My friend doesn't believe that ghosts exist.,আমার বন্ধু ভূতের অস্তিত্বে বিশ্বাস করে না।
"My watch stopped, so I didn't know the time.","আমার ঘড়ি বন্ধ হয়ে গিয়েছিল, তাই আমি সময় জানতাম না।"
Please help me. I don't know what I'm doing.,আমাকে সাহায্য করুন! আমি জানি না আমি কী করছি।
Several children were playing near the pond.,পুকুরের কাছে বেশ কিছু শিশু খেলছিল।
The Olympic Games are held every four years.,প্রতি চার বছর অন্তর অলিম্পিক গেমস অনুষ্ঠিত হয়।
Tom and Mary's wedding anniversary is today.,টম এবং মেরির বিবাহ বার্ষিকী আজ।
Tom didn't have the nerve to tell the truth.,টমের সত্য বলার সাহস ছিল না।
Tom has three sons. All of them are doctors.,টমের তিনটি ছেলে আছে। তাদের সকলেই ডাক্তার।
Tom is going on a picnic tomorrow with Mary.,টম আগামীকাল মেরির সাথে পিকনিকে যাচ্ছে।
Tom lied about his age to get into the club.,টম ক্লাবে ঢোকার জন্য নিজের বয়সের ব্যাপারে মিথ্যে কথা বলেছে।
Tom said that Mary could've done that alone.,টম বলল যে মেরি একাই এটা করতে পারত।
"Tom tried to speak to Mary, but he couldn't.","টম মেরির সাথে কথা বলার চেষ্টা করেছিল, কিন্তু সে পারেনি।"
What number bus do I take to get to Waikiki?,ওয়াইকিকি যাওয়ার জন্য কত নম্বর বাস নেব?
"You know I don't have to do that, don't you?","তুমি জানো আমাকে এটা করতে হবে না, তাই না?"
"You're not going to get away with this, Tom.","টম, তুমি এর থেকে পার পেয়ে যাবে না।"
You're not the first person to tell me that.,আপনি প্রথম মানুষ নন যে আমাকে এই কথাটা বলেছে।
Alexander Graham Bell invented the telephone.,আলেকজান্ডার গ্রাহাম বেল টেলিফোন আবিষ্কার করেন।
Are there many Chinese restaurants in Boston?,বস্টনে কি অনেক চিনী রেস্তোরাঁ আছে?
Did Tom actually come to ask for money again?,টম কি আসলেই আবার টাকা চাইতে এসেছে?
Earthquakes and floods are natural disasters.,ভুমিকম্প আর বন্যা প্রকৃতিক বিপর্যয়।
How long does it take to walk to the station?,স্টেশন অবধি হেঁটে যেতে কতক্ষণ লাগে?
How much does it cost to eat at such a place?,ওই রকম জায়গায় খেতে গেলে কত খরচ পরবে?
"Humans are healed, but machines are repaired.","মানুষকে সুস্থ করে তোলা হয়, কিন্তু যন্ত্রকে মেরামত কতা হয়।"
I am going to stay here for a couple of days.,আমি এখানে দু এক দিনের জন্য থাকব।
I am staying at the hotel for the time being.,আপাতত আমি একটা হোটেলে রয়েছি।
I can only speak French and a little English.,আমি খালি ফরাসি আর একটু ইংরাজিতে কথা বলতে পারি।
I have to give back the book before Saturday.,আমাকে শনিবারের আগে বইটা ফেরত দিতে হবে।
I know that you and Tom didn't sing together.,আমি জানি আপনি এবং টম একসাথে গান করেননি।
I used to go to Australia when I was a child.,আমি ছোটবেলায় অস্ট্রেলিয়া যেতাম।
I'll do my best not to disturb your studying.,তোমার পড়াশুনায় বিরক্ত না করার যথাসাধ্য চেষ্টা করবো।
I'll show you how to separate gold from sand.,বালু থেকে সোনা কীভাবে আলাদা করতে হয় তা আমি আপনাকে দেখাবো।
"I've discussed this with you before, I think.",আমার মনে হয় এই বিষয়ে আগেও আপনার সাথে আলোচনা করেছি।
It would be difficult to do that by yourself.,নিজে নিজে এটা করা কঠিন।
Mexico is a country located in North America.,মেক্সিকো উত্তর আমেরিকায় অবস্থিত একটি দেশ।
President Roosevelt won the election of 1940.,রাষ্ট্রপতি রুজভেল্ট ১৯৪০ সালে নির্বাচনে জয়ী হন।
Some minerals are important for human health.,কিছু খনিজ মানব স্বাস্থ্যের জন্য গুরুত্বপূর্ণ।
The bus stop is five minutes' walk from here.,বাস স্টপটা এখান থেকে পাঁচ মিনিটের হাঁটা পথ।
The concept of zero comes from Hindu culture.,শূন্যের ধারণা হিন্দু সংস্কৃতি হতে এসেছে।
The newspaper says that he committed suicide.,"পত্রিকায় বলা হয়, তিনি আত্মহত্যা করেছেন।"
This is the third longest river in the world.,এটা পৃথিবীর তৃতীয় দীর্ঘতম নদী।
Tom is eating breakfast alone in the kitchen.,টম রান্নাঘরে একলা প্রাতরাশ করছে।
Tom is reading a novel by Sidney Sheldon now.,টম এখন সিডনি শেলডনের লেখা একটি উপন্যাস পড়ছে।
Tom said he was going to ask Mary to do that.,টম বলেছিল যে সে মেরিকে এটি করতে বলবেন।
Tom said that Mary wanted to see the manager.,টম বলল যে মেরি ব্যবস্থাপককে দেখতে চায়।
Tom saw dirty footprints on the white carpet.,টম কার্পেটের উপর নোংরা পায়ের ছাপ দেখতে পেল।
"Tom was standing at the bar, drinking a beer.",টম বারে দাঁড়িয়ে বিয়ার খাচ্ছিল।
Tom went to the post office to mail a letter.,টম একটা চিঠি ডাকে দেওয়ার জন্য পোস্ট অফিসে গেলো।
"Tom works very hard, but not as hard as Mary.","টম খুব খাটে, কিন্তু মেরির মতো নয়।"
"Turn to the right, and you'll find my office.",ডানে বাঁক নিলে আপনি আমার অফিস পাবেন।
Visit our website for additional information.,অতিরিক্ত তথ্যের জন্য আমাদের ওয়েবসাইটে যান।
"Without your assistance, I would have failed.",আপনার সাহায্য ব্যাতিত আমি অকৃতকার্য হতাম।
A lot of English words are derived from Latin.,ইংরাজির অনেক শব্দ লাতিন থেকে উৎপন্ন হয়েছে।
A river separates the city into east and west.,শহরটাকে একটা নদী পুর্ব আর পশ্চিমে ভাগ করেছে।
Cathode rays carry a negative electric charge.,ক্যাথোড রশ্মি ঋণাত্মক বৈদ্যুতিক চার্জ বহন করে।
Do you like looking at yourself in the mirror?,আপনি কি আয়নায় নিজেকে দেখতে পছন্দ করেন?
Dynamite was invented by Alfred Nobel in 1857.,১৮৫৭ সালে আলফ্রেড নোবেল ডিনামাইট আবিষ্কার করেন।
He listened to the music with his eyes closed.,তিনি চোখ বন্ধ করে গান শুনতেন।
How long do you think Tom has been doing this?,কতক্ষণ ধরে টম এই কাজ করছে বলে আপনি মনে করেন?
How many black and white movies have you seen?,আপনি কতগুলো সাদা-কালো সিনেমা দেখেছেন?
I can't believe that Tom really said no to me.,আমি বিশ্বাসই করতে পারছি না যে সত্যিই আমাকে না বলেছে।
I don't know if today is Tuesday or Wednesday.,আমি জানিনা আজ মঙ্গলবার না বুধবার।
I feed my cat every morning and every evening.,আমি আমার বেড়ালকে রোজ সকালে আর বিকালে খাবার দিই।
I think that Tom is reading a detective novel.,আমার মনে হয় টম একটা গোয়েন্দা উপন্যাস পড়ছে।
I think that's why Tom didn't want to do that.,আমার মনে হয় একারণেই টম ওটা করতে চায়নি।
I wouldn't be calling if it weren't important.,দরকারি না হলে আমি ফোন করতাম না।
I'm sure my parents won't let me go by myself.,আমি নিশ্চিত আমার বাবা-মা আমাকে একলা যেতে দেবে না।
It looks like Tom has broken a couple of ribs.,মনে হচ্ছে টমের কয়েকটা পাঁজর ভেঙ্গেছে।
It's not always so easy to do the right thing.,সঠিক জিনিসটা করা সবসময় অত সহজ হয় না।
She doesn't like to leave anything unfinished.,উনি কোন কাজই অসমাপ্ত রাখেন না।
Tell Tom I'm going to be gone for three weeks.,টমকে বলুন আমি তিন সপ্তাহের জন্য চলে যাব।
There is no way I'm letting you do this alone.,আমি কোনমতেই এটা তোমাকে একলা করতে দেবো না।
There were few students left in the classroom.,শ্রেণীকক্ষের মধ্যে অল্পসংখ্যক ছাত্র বাকি ছিল।
They're celebrating their wedding anniversary.,তারা তাদের বিবাহ বার্ষিকী উদযাপন করছেন।
Tom and I don't know anything about Australia.,টম এবং আমি অস্ট্রেলিয়া সম্পর্কে কিছুই জানি না।
Tom and Mary live in Australia with their dad.,টম এবং মেরি তাদের বাবার সাথে অস্ট্রেলিয়ায় থাকেন।
Tom has decided that he's going to come early.,টম সিদ্ধান্ত নিয়েছে যে সে তাড়াতাড়ি আসবে।
Tom is a boy's name and Mary is a girl's name.,টম একটা ছেলের নাম আর মেরি একটা মেয়ের নাম।
Tom is going to be thirty years old next year.,আগামী বছর টমের বয়স হবে ৩০ বছর।
Tom told me he was going to leave early today.,টম আমাকে বলেছিল সে আজ তাড়াতাড়ি চলে যাবে।
What is the distance from here to the station?,এখান থেকে স্টেশনের দূরত্ব কতটা?
What time does the next train leave for Tokyo?,টোকিওর জন্য পরের ট্রেনটা কটার সময় ছাড়ে?
"When I got home, I found I had lost my wallet.",যখন বাড়ি ফিরলাম তখন দেখলাম আমি আমার মানিব্যাগটি হারিয়ে ফেলেছি।
You shouldn't have gone into the forest alone.,তোমার একা একা জঙ্গলে যাওয়া উচিত হয় নি।
Can you tell me where I can find a guest house?,আমি একটা গেস্ট হাউস কোথায় পাব বলতে পারবেন?
Don't you want to hear what Tom said about you?,টম আপনাকে নিয়ে কী বলেছে তা শুনতে চান না?
How long does it take from here to the station?,এখান থেকে স্টেশন যেতে কতক্ষণ লাগে?
How many Christmas cards did you get last year?,তুমি গত বছর কতগুলো খ্রিস্টমাস কার্ড পেয়েছিলে?
How much do you know about the US Constitution?,আপনি মার্কিন সংবিধান সম্পর্কে কতটা জানেন?
I couldn't have done it without you. Thank you.,তোমাকে ছাড়া এটা করতেই পারতাম না। ধন্যবাদ।
I couldn't have done it without you. Thank you.,আপনাকে ছাড়া এটা করতেই পারতাম না। ধন্যবাদ।
I found my mother busy ironing out some shirts.,আমি দেখলাম যে আমার মা কিছু জামা ইস্তিরি করতে ব্যাস্ত।
I have to go shopping. I'll be back in an hour.,আমাকে দোকানে যেতে হবে। আমি এক ঘন্টার মধ্যেই ফিরে আসবো।
I hope to graduate from university next spring.,আশা করি আগামী বসন্তে বিশ্ববিদ্যালয়ে আমার স্নাতক সম্পন্ন হবে।
I like Christie's novels better than Dickens's.,আমি ডিকেন্সের চেয়ে ক্রিস্টির উপন্যাস বেশি পছন্দ করি।
I reached the museum after a few minutes' walk.,কয়েক মিনিট হাঁটার পর জাদুঘরে পৌঁছলাম।
I think that Tom didn't want to leave so early.,আমার মনে হয় টম এত তাড়াতাড়ি চলে যেতে চায়নি।
"Obviously, Tom hasn't told anyone about us yet.",স্পষ্টতই টম কাউকেই আমাদের ব্যাপারে বলেনি।
One million people lost their lives in the war.,যুদ্ধে দশ লক্ষ মানুষ তাদের প্রাণ হারিয়েছিলেন।
Please lend me the video when you have seen it.,ভিডিওটি দেখার পর দয়া করে আমাকে ধার দিবেন।
The Roman Empire survived for a thousand years.,রোমান সাম্রাজ্য এক হাজার বছর ধরে টিকে ছিল।
The sun rises in the east and sets in the west.,সূর্য পূর্বদিকে উদয় হয় আর পশ্চিম দিকে অস্ত যায়।
Tom and Mary spent the day avoiding each other.,টম এবং মেরি একে অপরকে এড়িয়ে দিন কাটিয়েছেন।
Tom has been suffering from a headache all day.,টম সারাদিন ধরে মাথা যন্ত্রনায় ভুগছে।
Tom is thinking of going to Boston next spring.,টম পরের বসন্তে বস্টন যাওয়ার কথা ভাবছে।
"Tom kept knocking on the door, but nobody came.","টম বারবার দরজায় ধাক্কা দিলো, কিন্তু কেউ বেরোলো না।"
"Tom kept knocking on the door, but nobody came.","টম বারবার দরজায় ধাক্কা দিলেন, কিন্তু কেউ বেরোলো না।"
"Tom kept knocking on the door, but nobody came.","টম বারবার দরজায় ধাক্কা দিলেন, কিন্তু কেউ বেরোলেন না।"
"Tom kept knocking on the door, but nobody came.","টম বারবার দরজায় ধাক্কা দিলো, কিন্তু কেউ বেরোলেন না।"
We may go to Australia next month to visit Tom.,আমরা হয়তো আগামী মাসে টমকে দেখতে অস্ট্রেলিয়া যেতে পারি।
We might stay in Boston for another three days.,আমরা হয়তো আরও তিনদিন বস্টনে থাকব।
Where can I catch the bus to the Tokyo station?,টকিও স্টেশনে যাওয়ার জন্য বাস কোথা থেকে পাব?
An enemy of an enemy is not necessarily an ally.,শত্রুর শত্রু যে মিত্রই হবে তার কোনো মানে নেই।
"As humans age, their physical strength declines.",বয়স বৃদ্ধির সাথে সাথে মানুষের শারীরিক শক্তি কমে যায়।
Could you please speak a little bit more slowly?,আপনি কি অনুগ্রহ করে আরও একটু ধীরে ধীরে কথা বলতে পারবেন?
Do you think we can find someone to replace Tom?,তুমি কি মনে করো যে টমের বদলে আর কাউকে পাওয়া যাবে?
Do you think we can find someone to replace Tom?,আপনি কি মনে করেন যে টমের বদলে আর কাউকে পাওয়া যাবে?
Go along this street and turn right at the bank.,এই রাস্তা ধরে যাবেন আর ব্যাঙ্কের কাছ থেকে ডানদিকে বেঁকে যাবেন।
He departed for London the day before yesterday.,উনি গত পরশু লন্ডনের উদ্দেশ্যে রওনা দিয়েছেন।
How did you know that Tom was born in Australia?,আপনি কিভাবে জানলেন যে টমের জন্ম অস্ট্রেলিয়ায়?
How long would it take to swim across the river?,সাঁতার দিয়ে নদী পার হতে কতক্ষণ লাগবে?
I didn't think that Tom would have any problems.,আমি ভাবিনি যে টমের কোনো সমস্যা হবে।
I don't know what country those people are from.,ঐ লোকগুলো কোন দেশের তা আমি জানি না।
I know what I want. I just haven't found it yet.,আমি জানি আমি কি চাই। খালি আমি সেটা এখনো খুজে পাইনি।
"I like grapes, but I can't eat too many of them.","আমার আঙুর ভালো লাগে, কিন্তু আমি খুব বেশি খেতে পারি না।"
I'm going to write about what I did last winter.,গত শীতে আমি কী কী করেছি সেসব আমি লিখতে যাচ্ছি।
"If this doesn't work, we can try something else.","যদি এটি কাজ না করে, আমরা অন্য কিছু চেষ্টা করতে পারি।"
It is certain that the price of gold will go up.,সোনার দাম যে বাড়বে তা নিশ্চিত।
She explained the literal meaning of the phrase.,তিনি বাক্যাংশটির আক্ষরিক অর্থ ব্যাখ্যা করে দিলেন।
She explained the literal meaning of the phrase.,উনি বাক্যাংশটির আক্ষরিক অর্থ ব্যাখ্যা করে দিলেন।
The child's face glowed when he saw Santa Claus.,সান্তা ক্লজকে দেখে শিশুটির মুখ উজ্জ্বল হয়ে উঠল।
The train was delayed because of heavy snowfall.,প্রচণ্ড তুষারপাতের কারণে ট্রেন বিলম্বিত হয়েছিলো।
There still weren't any visible signs of spring.,বসন্তের প্রত্যক্ষ কোন চিহ্ন তখনও ছিলো না।
This is by far the best restaurant in this area.,এটা এই এলাকার সেরা রেস্তোরাঁ।
"Tom sat alone in his room, waiting by the phone.","টম ঘরে একলা বসেছিলো, ফোনের পাশে অপেক্ষা করছিলো।"
"When she was reading the letter, she looked sad.",চিঠিটা পড়ার সময় তাকে বিষণ্ণ লাগছিল।
Would you go to Australia if you had the chance?,সুযোগ পেলে অস্ট্রেলিয়া কি যাবেন?
You would have to practice the violin every day.,তোমাকে প্রত্যেকদিন বেহালা বাজানো অভ্যাস করতে হবে।
"At first, I couldn't make out what he was saying.",প্রথমে আমি বুঝতেই পারিনি উনি কি বলছেন।
Do you know which barbershop Tom usually goes to?,আপনি কি জানেন টম সাধারণত কোন নাপিতের দোকানে যায়?
How many black and white movies have you watched?,আপনি কতগুলো সাদা-কালো সিনেমা দেখেছেন?
I gained a lot of weight when I was in Australia.,আমি যখন অস্ট্রেলিয়ায় ছিলাম তখন আমার ওজন অনেক বেড়ে গিয়েছিল।
I have an old computer that I don't want anymore.,আমার একটা পুরানো কম্পিউটার আছে যেটার আমার আর কোনো প্রয়োজন নেই।
I wonder what I should get you for your birthday.,আমি ভাবছি তোমাকে জন্মদিনে কী দেবো।
I'm actually not sure what I should be doing now.,আমার এখন কী করা উচিত সে বিষয়ে আসলে আমি নিশ্চিত নই।
"If you work hard, all your dreams will come true.","যদি তুমি কঠোর পরিশ্রম করো, তোমার সব স্বপ্ন পূরণ হবে।"
It is important to remember who your friends are.,তোমার বন্ধু কারা সেটা মনে রাখাটা জরুরি।
Just staying alive in these times is hard enough.,এখনকার সময় শুধু বেঁচে থাকাটাও যথেষ্ট কঠিন।
Mental health is as important as physical health.,শারীরিক স্বাস্থ্যের মতো মানসিক স্বাস্থ্যও গুরুত্বপূর্ণ।
